"Step","cifar10-mlp-sp-default-sgd-h1024-lr0.5 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.5 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.5 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.25 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.25 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.25 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.125 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.125 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.125 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.0625 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.0625 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.0625 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.0312 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.0312 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.0312 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.0156 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.0156 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.0156 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.00781 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.00781 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.00781 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.0039 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.0039 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.0039 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.00195 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.00195 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.00195 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.000976 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.000976 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.000976 - loss__MAX"
"10","NaN","","","2.2757086753845215","2.2757086753845215","2.2757086753845215","2.284620761871338","2.284620761871338","2.284620761871338","1.971851110458374","1.971851110458374","1.971851110458374","1.5981292724609375","1.5981292724609375","1.5981292724609375","1.463365077972412","1.463365077972412","1.463365077972412","1.3895655870437622","1.3895655870437622","1.3895655870437622","1.2783362865447998","1.2783362865447998","1.2783362865447998","1.350317120552063","1.350317120552063","1.350317120552063","1.795753002166748","1.795753002166748","1.795753002166748"
"11","NaN","","","2.3450241088867188","2.3450241088867188","2.3450241088867188","1.8984930515289307","1.8984930515289307","1.8984930515289307","1.7134429216384888","1.7134429216384888","1.7134429216384888","1.3110899925231934","1.3110899925231934","1.3110899925231934","1.4717614650726318","1.4717614650726318","1.4717614650726318","1.4428660869598389","1.4428660869598389","1.4428660869598389","1.4629850387573242","1.4629850387573242","1.4629850387573242","1.4759454727172852","1.4759454727172852","1.4759454727172852","1.5974411964416504","1.5974411964416504","1.5974411964416504"
"12","NaN","","","2.3076932430267334","2.3076932430267334","2.3076932430267334","2.223569869995117","2.223569869995117","2.223569869995117","1.5573023557662964","1.5573023557662964","1.5573023557662964","1.5203204154968262","1.5203204154968262","1.5203204154968262","1.0551304817199707","1.0551304817199707","1.0551304817199707","1.4851573705673218","1.4851573705673218","1.4851573705673218","1.4417026042938232","1.4417026042938232","1.4417026042938232","1.2019141912460327","1.2019141912460327","1.2019141912460327","1.4558228254318237","1.4558228254318237","1.4558228254318237"
"13","NaN","","","2.3007984161376953","2.3007984161376953","2.3007984161376953","2.215831995010376","2.215831995010376","2.215831995010376","2.1629199981689453","2.1629199981689453","2.1629199981689453","1.3180814981460571","1.3180814981460571","1.3180814981460571","1.3141138553619385","1.3141138553619385","1.3141138553619385","1.2394931316375732","1.2394931316375732","1.2394931316375732","1.0908070802688599","1.0908070802688599","1.0908070802688599","1.4434418678283691","1.4434418678283691","1.4434418678283691","1.5830504894256592","1.5830504894256592","1.5830504894256592"
"14","NaN","","","2.301177501678467","2.301177501678467","2.301177501678467","1.979985237121582","1.979985237121582","1.979985237121582","1.5651627779006958","1.5651627779006958","1.5651627779006958","1.5126807689666748","1.5126807689666748","1.5126807689666748","1.4291201829910278","1.4291201829910278","1.4291201829910278","1.512298822402954","1.512298822402954","1.512298822402954","1.4891911745071411","1.4891911745071411","1.4891911745071411","1.3085064888000488","1.3085064888000488","1.3085064888000488","1.491849660873413","1.491849660873413","1.491849660873413"
"15","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2035181522369385","2.2035181522369385","2.2035181522369385","1.6528239250183105","1.6528239250183105","1.6528239250183105","1.2549176216125488","1.2549176216125488","1.2549176216125488","1.2143967151641846","1.2143967151641846","1.2143967151641846","1.5259044170379639","1.5259044170379639","1.5259044170379639","1.3152318000793457","1.3152318000793457","1.3152318000793457","1.3267085552215576","1.3267085552215576","1.3267085552215576","1.5116525888442993","1.5116525888442993","1.5116525888442993"
"16","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.094027519226074","2.094027519226074","2.094027519226074","2.031876564025879","2.031876564025879","2.031876564025879","1.3516993522644043","1.3516993522644043","1.3516993522644043","1.3737220764160156","1.3737220764160156","1.3737220764160156","1.409123420715332","1.409123420715332","1.409123420715332","1.24482262134552","1.24482262134552","1.24482262134552","1.2271450757980347","1.2271450757980347","1.2271450757980347","1.6762803792953491","1.6762803792953491","1.6762803792953491"
"17","NaN","","","2.2881391048431396","2.2881391048431396","2.2881391048431396","1.9775116443634033","1.9775116443634033","1.9775116443634033","1.6178531646728516","1.6178531646728516","1.6178531646728516","1.4413455724716187","1.4413455724716187","1.4413455724716187","1.041974663734436","1.041974663734436","1.041974663734436","0.9448477029800415","0.9448477029800415","0.9448477029800415","1.5700219869613647","1.5700219869613647","1.5700219869613647","1.246391773223877","1.246391773223877","1.246391773223877","1.5463621616363525","1.5463621616363525","1.5463621616363525"
"18","NaN","","","2.334768533706665","2.334768533706665","2.334768533706665","2.1645712852478027","2.1645712852478027","2.1645712852478027","1.8222392797470093","1.8222392797470093","1.8222392797470093","1.227698802947998","1.227698802947998","1.227698802947998","1.0066145658493042","1.0066145658493042","1.0066145658493042","1.2831156253814697","1.2831156253814697","1.2831156253814697","1.1759991645812988","1.1759991645812988","1.1759991645812988","1.1834032535552979","1.1834032535552979","1.1834032535552979","1.5820202827453613","1.5820202827453613","1.5820202827453613"
"19","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.1591224670410156","2.1591224670410156","2.1591224670410156","1.9143965244293213","1.9143965244293213","1.9143965244293213","1.1760731935501099","1.1760731935501099","1.1760731935501099","1.308219075202942","1.308219075202942","1.308219075202942","1.199851155281067","1.199851155281067","1.199851155281067","1.2017546892166138","1.2017546892166138","1.2017546892166138","1.5169787406921387","1.5169787406921387","1.5169787406921387","1.4604154825210571","1.4604154825210571","1.4604154825210571"
"20","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.1857857704162598","2.1857857704162598","2.1857857704162598","1.4070278406143188","1.4070278406143188","1.4070278406143188","1.205894947052002","1.205894947052002","1.205894947052002","1.4029407501220703","1.4029407501220703","1.4029407501220703","0.9422144889831543","0.9422144889831543","0.9422144889831543","1.559574007987976","1.559574007987976","1.559574007987976","1.6396677494049072","1.6396677494049072","1.6396677494049072","1.360278844833374","1.360278844833374","1.360278844833374"
"21","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.294340133666992","2.294340133666992","2.294340133666992","1.7454359531402588","1.7454359531402588","1.7454359531402588","1.4887195825576782","1.4887195825576782","1.4887195825576782","1.164940357208252","1.164940357208252","1.164940357208252","1.3221230506896973","1.3221230506896973","1.3221230506896973","0.8813284039497375","0.8813284039497375","0.8813284039497375","1.320646047592163","1.320646047592163","1.320646047592163","1.4365274906158447","1.4365274906158447","1.4365274906158447"
"22","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.0590386390686035","2.0590386390686035","2.0590386390686035","1.5675148963928223","1.5675148963928223","1.5675148963928223","1.1420010328292847","1.1420010328292847","1.1420010328292847","1.11964750289917","1.11964750289917","1.11964750289917","1.2034441232681274","1.2034441232681274","1.2034441232681274","1.1573331356048584","1.1573331356048584","1.1573331356048584","1.4775882959365845","1.4775882959365845","1.4775882959365845","1.412388801574707","1.412388801574707","1.412388801574707"
"23","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.1654860973358154","2.1654860973358154","2.1654860973358154","1.7974588871002197","1.7974588871002197","1.7974588871002197","1.3570353984832764","1.3570353984832764","1.3570353984832764","0.9804980754852295","0.9804980754852295","0.9804980754852295","1.0898878574371338","1.0898878574371338","1.0898878574371338","1.2989206314086914","1.2989206314086914","1.2989206314086914","1.4487706422805786","1.4487706422805786","1.4487706422805786","1.4320971965789795","1.4320971965789795","1.4320971965789795"
"24","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.0598318576812744","2.0598318576812744","2.0598318576812744","1.5768342018127441","1.5768342018127441","1.5768342018127441","1.2642912864685059","1.2642912864685059","1.2642912864685059","0.9876317977905273","0.9876317977905273","0.9876317977905273","1.21781587600708","1.21781587600708","1.21781587600708","1.0533077716827393","1.0533077716827393","1.0533077716827393","1.02854323387146","1.02854323387146","1.02854323387146","1.654627799987793","1.654627799987793","1.654627799987793"
"25","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","1.9477295875549316","1.9477295875549316","1.9477295875549316","1.950278401374817","1.950278401374817","1.950278401374817","1.216104507446289","1.216104507446289","1.216104507446289","1.0009617805480957","1.0009617805480957","1.0009617805480957","0.9752688407897949","0.9752688407897949","0.9752688407897949","1.0830332040786743","1.0830332040786743","1.0830332040786743","1.2747628688812256","1.2747628688812256","1.2747628688812256","1.2480716705322266","1.2480716705322266","1.2480716705322266"
"26","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.0042099952697754","2.0042099952697754","2.0042099952697754","1.6665823459625244","1.6665823459625244","1.6665823459625244","1.0575592517852783","1.0575592517852783","1.0575592517852783","0.9598932862281799","0.9598932862281799","0.9598932862281799","0.9564557671546936","0.9564557671546936","0.9564557671546936","1.2621440887451172","1.2621440887451172","1.2621440887451172","1.2777310609817505","1.2777310609817505","1.2777310609817505","1.3571566343307495","1.3571566343307495","1.3571566343307495"
"27","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.1539876461029053","2.1539876461029053","2.1539876461029053","1.6404163837432861","1.6404163837432861","1.6404163837432861","1.2874360084533691","1.2874360084533691","1.2874360084533691","1.263423204421997","1.263423204421997","1.263423204421997","0.9364200830459595","0.9364200830459595","0.9364200830459595","1.1751048564910889","1.1751048564910889","1.1751048564910889","1.0782310962677002","1.0782310962677002","1.0782310962677002","1.5499022006988525","1.5499022006988525","1.5499022006988525"
"28","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.214674949645996","2.214674949645996","2.214674949645996","1.5691542625427246","1.5691542625427246","1.5691542625427246","1.261695146560669","1.261695146560669","1.261695146560669","0.8901469707489014","0.8901469707489014","0.8901469707489014","1.0736092329025269","1.0736092329025269","1.0736092329025269","1.3035094738006592","1.3035094738006592","1.3035094738006592","1.1807080507278442","1.1807080507278442","1.1807080507278442","1.4808812141418457","1.4808812141418457","1.4808812141418457"
"29","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.359450101852417","2.359450101852417","2.359450101852417","1.4734959602355957","1.4734959602355957","1.4734959602355957","1.2200090885162354","1.2200090885162354","1.2200090885162354","0.8987467288970947","0.8987467288970947","0.8987467288970947","0.9053020477294922","0.9053020477294922","0.9053020477294922","1.2075386047363281","1.2075386047363281","1.2075386047363281","1.4922223091125488","1.4922223091125488","1.4922223091125488","1.561806082725525","1.561806082725525","1.561806082725525"
"30","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.0757200717926025","2.0757200717926025","2.0757200717926025","1.8962807655334473","1.8962807655334473","1.8962807655334473","0.9801706671714783","0.9801706671714783","0.9801706671714783","0.9187017679214478","0.9187017679214478","0.9187017679214478","1.0172520875930786","1.0172520875930786","1.0172520875930786","0.9331457614898682","0.9331457614898682","0.9331457614898682","1.183255672454834","1.183255672454834","1.183255672454834","1.3892515897750854","1.3892515897750854","1.3892515897750854"
"31","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.250791072845459","2.250791072845459","2.250791072845459","1.5916342735290527","1.5916342735290527","1.5916342735290527","1.3546464443206787","1.3546464443206787","1.3546464443206787","0.9434481859207153","0.9434481859207153","0.9434481859207153","1.0665462017059326","1.0665462017059326","1.0665462017059326","1.1123900413513184","1.1123900413513184","1.1123900413513184","1.2035449743270874","1.2035449743270874","1.2035449743270874","1.5481598377227783","1.5481598377227783","1.5481598377227783"
"32","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.101001501083374","2.101001501083374","2.101001501083374","1.5174643993377686","1.5174643993377686","1.5174643993377686","1.2085981369018555","1.2085981369018555","1.2085981369018555","1.1837230920791626","1.1837230920791626","1.1837230920791626","0.9291617274284363","0.9291617274284363","0.9291617274284363","0.9817854166030884","0.9817854166030884","0.9817854166030884","1.4470562934875488","1.4470562934875488","1.4470562934875488","1.59016752243042","1.59016752243042","1.59016752243042"
"33","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.208867073059082","2.208867073059082","2.208867073059082","1.7940540313720703","1.7940540313720703","1.7940540313720703","1.2140161991119385","1.2140161991119385","1.2140161991119385","1.095881462097168","1.095881462097168","1.095881462097168","0.889374852180481","0.889374852180481","0.889374852180481","1.2223387956619263","1.2223387956619263","1.2223387956619263","1.3427356481552124","1.3427356481552124","1.3427356481552124","1.4529566764831543","1.4529566764831543","1.4529566764831543"
"34","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.098519802093506","2.098519802093506","2.098519802093506","1.675361156463623","1.675361156463623","1.675361156463623","1.0360759496688843","1.0360759496688843","1.0360759496688843","0.9108898043632507","0.9108898043632507","0.9108898043632507","0.8865699768066406","0.8865699768066406","0.8865699768066406","0.9255361557006836","0.9255361557006836","0.9255361557006836","0.9600196480751038","0.9600196480751038","0.9600196480751038","1.3941643238067627","1.3941643238067627","1.3941643238067627"
"35","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.090343952178955","2.090343952178955","2.090343952178955","1.5342965126037598","1.5342965126037598","1.5342965126037598","1.1839696168899536","1.1839696168899536","1.1839696168899536","0.866223931312561","0.866223931312561","0.866223931312561","1.1646229028701782","1.1646229028701782","1.1646229028701782","1.0809487104415894","1.0809487104415894","1.0809487104415894","0.9746004343032837","0.9746004343032837","0.9746004343032837","1.3324871063232422","1.3324871063232422","1.3324871063232422"
"36","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.039107084274292","2.039107084274292","2.039107084274292","1.7274723052978516","1.7274723052978516","1.7274723052978516","1.0383327007293701","1.0383327007293701","1.0383327007293701","0.9711383581161499","0.9711383581161499","0.9711383581161499","0.8559669256210327","0.8559669256210327","0.8559669256210327","1.0767871141433716","1.0767871141433716","1.0767871141433716","1.087656021118164","1.087656021118164","1.087656021118164","1.3364790678024292","1.3364790678024292","1.3364790678024292"
"37","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2277064323425293","2.2277064323425293","2.2277064323425293","1.5806858539581299","1.5806858539581299","1.5806858539581299","1.0758816003799438","1.0758816003799438","1.0758816003799438","1.1191174983978271","1.1191174983978271","1.1191174983978271","1.1189771890640259","1.1189771890640259","1.1189771890640259","1.0917860269546509","1.0917860269546509","1.0917860269546509","1.186067819595337","1.186067819595337","1.186067819595337","1.2760868072509766","1.2760868072509766","1.2760868072509766"
"38","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.3449044227600098","2.3449044227600098","2.3449044227600098","1.5969568490982056","1.5969568490982056","1.5969568490982056","1.2195125818252563","1.2195125818252563","1.2195125818252563","0.8773468732833862","0.8773468732833862","0.8773468732833862","0.9712366461753845","0.9712366461753845","0.9712366461753845","1.0870609283447266","1.0870609283447266","1.0870609283447266","1.174006700515747","1.174006700515747","1.174006700515747","1.174891471862793","1.174891471862793","1.174891471862793"
"39","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.1397218704223633","2.1397218704223633","2.1397218704223633","1.8171725273132324","1.8171725273132324","1.8171725273132324","1.1734044551849365","1.1734044551849365","1.1734044551849365","0.8528650403022766","0.8528650403022766","0.8528650403022766","0.8271220922470093","0.8271220922470093","0.8271220922470093","0.9737070798873901","0.9737070798873901","0.9737070798873901","1.2377995252609253","1.2377995252609253","1.2377995252609253","1.2056772708892822","1.2056772708892822","1.2056772708892822"
"40","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.102881908416748","2.102881908416748","2.102881908416748","1.28380286693573","1.28380286693573","1.28380286693573","1.012962818145752","1.012962818145752","1.012962818145752","0.9101455211639404","0.9101455211639404","0.9101455211639404","0.8077451586723328","0.8077451586723328","0.8077451586723328","0.878025472164154","0.878025472164154","0.878025472164154","0.9385783672332764","0.9385783672332764","0.9385783672332764","1.2128026485443115","1.2128026485443115","1.2128026485443115"
"41","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.088526964187622","2.088526964187622","2.088526964187622","1.7893733978271484","1.7893733978271484","1.7893733978271484","1.1202373504638672","1.1202373504638672","1.1202373504638672","0.6975091695785522","0.6975091695785522","0.6975091695785522","0.7955626845359802","0.7955626845359802","0.7955626845359802","0.8123581409454346","0.8123581409454346","0.8123581409454346","1.0761592388153076","1.0761592388153076","1.0761592388153076","1.6551964282989502","1.6551964282989502","1.6551964282989502"
"42","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.6250524520874023","2.6250524520874023","2.6250524520874023","1.720287561416626","1.720287561416626","1.720287561416626","1.1690713167190552","1.1690713167190552","1.1690713167190552","0.8811126351356506","0.8811126351356506","0.8811126351356506","0.7641797065734863","0.7641797065734863","0.7641797065734863","1.0219340324401855","1.0219340324401855","1.0219340324401855","0.9910281896591187","0.9910281896591187","0.9910281896591187","1.0814247131347656","1.0814247131347656","1.0814247131347656"
"43","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.063603401184082","2.063603401184082","2.063603401184082","1.8546698093414307","1.8546698093414307","1.8546698093414307","1.1005222797393799","1.1005222797393799","1.1005222797393799","0.7744364738464355","0.7744364738464355","0.7744364738464355","0.7333515882492065","0.7333515882492065","0.7333515882492065","0.802739143371582","0.802739143371582","0.802739143371582","1.2500066757202148","1.2500066757202148","1.2500066757202148","1.2558808326721191","1.2558808326721191","1.2558808326721191"
"44","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.1302006244659424","2.1302006244659424","2.1302006244659424","1.6811060905456543","1.6811060905456543","1.6811060905456543","0.8906647562980652","0.8906647562980652","0.8906647562980652","0.881771981716156","0.881771981716156","0.881771981716156","1.022193193435669","1.022193193435669","1.022193193435669","0.9293798208236694","0.9293798208236694","0.9293798208236694","1.2002155780792236","1.2002155780792236","1.2002155780792236","1.2199440002441406","1.2199440002441406","1.2199440002441406"
"45","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.1715898513793945","2.1715898513793945","2.1715898513793945","1.7858350276947021","1.7858350276947021","1.7858350276947021","0.7536263465881348","0.7536263465881348","0.7536263465881348","0.7331606149673462","0.7331606149673462","0.7331606149673462","0.6636641025543213","0.6636641025543213","0.6636641025543213","0.9957050085067749","0.9957050085067749","0.9957050085067749","1.0132580995559692","1.0132580995559692","1.0132580995559692","1.290452003479004","1.290452003479004","1.290452003479004"
"46","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.1731648445129395","2.1731648445129395","2.1731648445129395","1.8699426651000977","1.8699426651000977","1.8699426651000977","1.1769696474075317","1.1769696474075317","1.1769696474075317","0.8181498050689697","0.8181498050689697","0.8181498050689697","0.7816649675369263","0.7816649675369263","0.7816649675369263","0.9759734869003296","0.9759734869003296","0.9759734869003296","1.2544965744018555","1.2544965744018555","1.2544965744018555","1.1518917083740234","1.1518917083740234","1.1518917083740234"
"47","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.250582218170166","2.250582218170166","2.250582218170166","1.7776628732681274","1.7776628732681274","1.7776628732681274","1.0430904626846313","1.0430904626846313","1.0430904626846313","0.7331113219261169","0.7331113219261169","0.7331113219261169","0.8730493783950806","0.8730493783950806","0.8730493783950806","0.7620417475700378","0.7620417475700378","0.7620417475700378","1.0927233695983887","1.0927233695983887","1.0927233695983887","1.1940683126449585","1.1940683126449585","1.1940683126449585"
