"Step","cifar10-mlp-sp-default-sgd-h1024-lr0.5 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.5 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.5 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.25 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.25 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.25 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.125 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.125 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.125 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.0625 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.0625 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.0625 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.0312 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.0312 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.0312 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.0156 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.0156 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.0156 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.00781 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.00781 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.00781 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.0039 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.0039 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.0039 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.00195 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.00195 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.00195 - loss__MAX","cifar10-mlp-sp-default-sgd-h1024-lr0.000976 - loss","cifar10-mlp-sp-default-sgd-h1024-lr0.000976 - loss__MIN","cifar10-mlp-sp-default-sgd-h1024-lr0.000976 - loss__MAX"
"48","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.4081835746765137","2.4081835746765137","2.4081835746765137","1.6008427143096924","1.6008427143096924","1.6008427143096924","0.6584928035736084","0.6584928035736084","0.6584928035736084","1.0054867267608643","1.0054867267608643","1.0054867267608643","0.7947119474411011","0.7947119474411011","0.7947119474411011","1.0527899265289307","1.0527899265289307","1.0527899265289307","1.1027047634124756","1.1027047634124756","1.1027047634124756","1.1708130836486816","1.1708130836486816","1.1708130836486816"
"49","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.441291332244873","2.441291332244873","2.441291332244873","1.6779030561447144","1.6779030561447144","1.6779030561447144","1.2627267837524414","1.2627267837524414","1.2627267837524414","0.5563522577285767","0.5563522577285767","0.5563522577285767","0.9045670032501221","0.9045670032501221","0.9045670032501221","1.0078768730163574","1.0078768730163574","1.0078768730163574","1.0418007373809814","1.0418007373809814","1.0418007373809814","1.2676877975463867","1.2676877975463867","1.2676877975463867"
"50","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.217496156692505","2.217496156692505","2.217496156692505","1.5071265697479248","1.5071265697479248","1.5071265697479248","0.9911133646965027","0.9911133646965027","0.9911133646965027","0.6907448768615723","0.6907448768615723","0.6907448768615723","0.7461518049240112","0.7461518049240112","0.7461518049240112","1.0609335899353027","1.0609335899353027","1.0609335899353027","1.0648962259292603","1.0648962259292603","1.0648962259292603","1.3308289051055908","1.3308289051055908","1.3308289051055908"
"51","NaN","","","2.303422212600708","2.303422212600708","2.303422212600708","2.199977397918701","2.199977397918701","2.199977397918701","1.7187929153442383","1.7187929153442383","1.7187929153442383","0.7306522727012634","0.7306522727012634","0.7306522727012634","0.7209783792495728","0.7209783792495728","0.7209783792495728","0.7966318130493164","0.7966318130493164","0.7966318130493164","0.8159968852996826","0.8159968852996826","0.8159968852996826","1.0435352325439453","1.0435352325439453","1.0435352325439453","1.0257765054702759","1.0257765054702759","1.0257765054702759"
"52","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.3725686073303223","2.3725686073303223","2.3725686073303223","1.6419768333435059","1.6419768333435059","1.6419768333435059","0.8751490116119385","0.8751490116119385","0.8751490116119385","0.7752768993377686","0.7752768993377686","0.7752768993377686","0.6997372508049011","0.6997372508049011","0.6997372508049011","0.6900380849838257","0.6900380849838257","0.6900380849838257","1.0919787883758545","1.0919787883758545","1.0919787883758545","1.005753993988037","1.005753993988037","1.005753993988037"
"53","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.134873867034912","2.134873867034912","2.134873867034912","1.512073278427124","1.512073278427124","1.512073278427124","0.9609912633895874","0.9609912633895874","0.9609912633895874","0.7014586925506592","0.7014586925506592","0.7014586925506592","1.033109188079834","1.033109188079834","1.033109188079834","0.7963765263557434","0.7963765263557434","0.7963765263557434","1.0773671865463257","1.0773671865463257","1.0773671865463257","1.3554317951202393","1.3554317951202393","1.3554317951202393"
"54","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.155449390411377","2.155449390411377","2.155449390411377","1.539813756942749","1.539813756942749","1.539813756942749","0.961895227432251","0.961895227432251","0.961895227432251","0.571053147315979","0.571053147315979","0.571053147315979","0.8258851766586304","0.8258851766586304","0.8258851766586304","0.8354722857475281","0.8354722857475281","0.8354722857475281","1.0223896503448486","1.0223896503448486","1.0223896503448486","1.449026107788086","1.449026107788086","1.449026107788086"
"55","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2141072750091553","2.2141072750091553","2.2141072750091553","1.3561222553253174","1.3561222553253174","1.3561222553253174","1.0024864673614502","1.0024864673614502","1.0024864673614502","0.5783699750900269","0.5783699750900269","0.5783699750900269","0.640080451965332","0.640080451965332","0.640080451965332","0.862947940826416","0.862947940826416","0.862947940826416","0.7952532172203064","0.7952532172203064","0.7952532172203064","1.2525827884674072","1.2525827884674072","1.2525827884674072"
"56","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2406957149505615","2.2406957149505615","2.2406957149505615","1.460536241531372","1.460536241531372","1.460536241531372","1.0100581645965576","1.0100581645965576","1.0100581645965576","0.754185676574707","0.754185676574707","0.754185676574707","0.6869378089904785","0.6869378089904785","0.6869378089904785","0.9238662123680115","0.9238662123680115","0.9238662123680115","0.831317663192749","0.831317663192749","0.831317663192749","1.2235840559005737","1.2235840559005737","1.2235840559005737"
"57","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.3078551292419434","2.3078551292419434","2.3078551292419434","1.583099603652954","1.583099603652954","1.583099603652954","1.220147728919983","1.220147728919983","1.220147728919983","0.5573317408561707","0.5573317408561707","0.5573317408561707","0.5492432117462158","0.5492432117462158","0.5492432117462158","0.8135170340538025","0.8135170340538025","0.8135170340538025","0.857994794845581","0.857994794845581","0.857994794845581","1.2966002225875854","1.2966002225875854","1.2966002225875854"
"58","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.1698548793792725","2.1698548793792725","2.1698548793792725","1.813920259475708","1.813920259475708","1.813920259475708","0.8041079044342041","0.8041079044342041","0.8041079044342041","0.7631321549415588","0.7631321549415588","0.7631321549415588","0.6315022110939026","0.6315022110939026","0.6315022110939026","0.9101569056510925","0.9101569056510925","0.9101569056510925","0.8969054222106934","0.8969054222106934","0.8969054222106934","1.0838581323623657","1.0838581323623657","1.0838581323623657"
"59","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.3412516117095947","2.3412516117095947","2.3412516117095947","1.6232815980911255","1.6232815980911255","1.6232815980911255","1.0904021263122559","1.0904021263122559","1.0904021263122559","0.6153062582015991","0.6153062582015991","0.6153062582015991","0.9128788709640503","0.9128788709640503","0.9128788709640503","0.8032704591751099","0.8032704591751099","0.8032704591751099","1.152692437171936","1.152692437171936","1.152692437171936","1.178393840789795","1.178393840789795","1.178393840789795"
"60","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.218841552734375","2.218841552734375","2.218841552734375","1.3206417560577393","1.3206417560577393","1.3206417560577393","0.9333857893943787","0.9333857893943787","0.9333857893943787","0.6278660893440247","0.6278660893440247","0.6278660893440247","0.5916433334350586","0.5916433334350586","0.5916433334350586","0.5654391646385193","0.5654391646385193","0.5654391646385193","0.9476826190948486","0.9476826190948486","0.9476826190948486","1.0846933126449585","1.0846933126449585","1.0846933126449585"
"61","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2305874824523926","2.2305874824523926","2.2305874824523926","1.7995436191558838","1.7995436191558838","1.7995436191558838","0.9371753334999084","0.9371753334999084","0.9371753334999084","0.688328742980957","0.688328742980957","0.688328742980957","0.6425834894180298","0.6425834894180298","0.6425834894180298","0.9296437501907349","0.9296437501907349","0.9296437501907349","1.0624589920043945","1.0624589920043945","1.0624589920043945","1.17151939868927","1.17151939868927","1.17151939868927"
"62","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.181239604949951","2.181239604949951","2.181239604949951","1.8112738132476807","1.8112738132476807","1.8112738132476807","0.9582159519195557","0.9582159519195557","0.9582159519195557","0.6624530553817749","0.6624530553817749","0.6624530553817749","0.6201857924461365","0.6201857924461365","0.6201857924461365","0.6949643492698669","0.6949643492698669","0.6949643492698669","0.8040528297424316","0.8040528297424316","0.8040528297424316","1.1571338176727295","1.1571338176727295","1.1571338176727295"
"63","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.321413993835449","2.321413993835449","2.321413993835449","1.6869926452636719","1.6869926452636719","1.6869926452636719","1.0522410869598389","1.0522410869598389","1.0522410869598389","0.5272725820541382","0.5272725820541382","0.5272725820541382","0.5541691780090332","0.5541691780090332","0.5541691780090332","0.8135522603988647","0.8135522603988647","0.8135522603988647","0.9981188774108887","0.9981188774108887","0.9981188774108887","1.195927381515503","1.195927381515503","1.195927381515503"
"64","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.347811698913574","2.347811698913574","2.347811698913574","1.7156727313995361","1.7156727313995361","1.7156727313995361","1.162774920463562","1.162774920463562","1.162774920463562","0.6969987154006958","0.6969987154006958","0.6969987154006958","0.6197548508644104","0.6197548508644104","0.6197548508644104","0.6264569163322449","0.6264569163322449","0.6264569163322449","0.9188315868377686","0.9188315868377686","0.9188315868377686","1.0931828022003174","1.0931828022003174","1.0931828022003174"
"65","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2370054721832275","2.2370054721832275","2.2370054721832275","1.5975384712219238","1.5975384712219238","1.5975384712219238","0.7709340453147888","0.7709340453147888","0.7709340453147888","0.7537872791290283","0.7537872791290283","0.7537872791290283","0.6357392072677612","0.6357392072677612","0.6357392072677612","0.7111952304840088","0.7111952304840088","0.7111952304840088","0.8420814275741577","0.8420814275741577","0.8420814275741577","1.046194314956665","1.046194314956665","1.046194314956665"
"66","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2642931938171387","2.2642931938171387","2.2642931938171387","1.6129004955291748","1.6129004955291748","1.6129004955291748","1.1146869659423828","1.1146869659423828","1.1146869659423828","0.7286688685417175","0.7286688685417175","0.7286688685417175","0.7050699591636658","0.7050699591636658","0.7050699591636658","0.6969022750854492","0.6969022750854492","0.6969022750854492","0.8846822381019592","0.8846822381019592","0.8846822381019592","1.2451272010803223","1.2451272010803223","1.2451272010803223"
"67","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.063596725463867","2.063596725463867","2.063596725463867","1.5507633686065674","1.5507633686065674","1.5507633686065674","0.8241488933563232","0.8241488933563232","0.8241488933563232","0.456283837556839","0.456283837556839","0.456283837556839","0.41098693013191223","0.41098693013191223","0.41098693013191223","0.8357964158058167","0.8357964158058167","0.8357964158058167","1.1982519626617432","1.1982519626617432","1.1982519626617432","1.4806890487670898","1.4806890487670898","1.4806890487670898"
"68","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.3014392852783203","2.3014392852783203","2.3014392852783203","1.5894739627838135","1.5894739627838135","1.5894739627838135","0.9479650259017944","0.9479650259017944","0.9479650259017944","0.5841348767280579","0.5841348767280579","0.5841348767280579","0.5808037519454956","0.5808037519454956","0.5808037519454956","0.9522009491920471","0.9522009491920471","0.9522009491920471","1.029177188873291","1.029177188873291","1.029177188873291","1.2306506633758545","1.2306506633758545","1.2306506633758545"
"69","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2932040691375732","2.2932040691375732","2.2932040691375732","1.609814167022705","1.609814167022705","1.609814167022705","1.0452163219451904","1.0452163219451904","1.0452163219451904","0.3705148696899414","0.3705148696899414","0.3705148696899414","0.5557516813278198","0.5557516813278198","0.5557516813278198","0.6589947938919067","0.6589947938919067","0.6589947938919067","0.8932535648345947","0.8932535648345947","0.8932535648345947","1.1037018299102783","1.1037018299102783","1.1037018299102783"
"70","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.00726580619812","2.00726580619812","2.00726580619812","1.648612380027771","1.648612380027771","1.648612380027771","0.7275297045707703","0.7275297045707703","0.7275297045707703","0.5844775438308716","0.5844775438308716","0.5844775438308716","0.6648899912834167","0.6648899912834167","0.6648899912834167","0.626335859298706","0.626335859298706","0.626335859298706","0.7214823961257935","0.7214823961257935","0.7214823961257935","1.0506443977355957","1.0506443977355957","1.0506443977355957"
"71","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","1.917173147201538","1.917173147201538","1.917173147201538","1.2548730373382568","1.2548730373382568","1.2548730373382568","0.7757116556167603","0.7757116556167603","0.7757116556167603","0.5671951174736023","0.5671951174736023","0.5671951174736023","0.7026901841163635","0.7026901841163635","0.7026901841163635","0.5573735237121582","0.5573735237121582","0.5573735237121582","1.0757209062576294","1.0757209062576294","1.0757209062576294","1.0784190893173218","1.0784190893173218","1.0784190893173218"
"72","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2080883979797363","2.2080883979797363","2.2080883979797363","1.5508919954299927","1.5508919954299927","1.5508919954299927","1.1411911249160767","1.1411911249160767","1.1411911249160767","0.6025409698486328","0.6025409698486328","0.6025409698486328","0.7501926422119141","0.7501926422119141","0.7501926422119141","0.7511719465255737","0.7511719465255737","0.7511719465255737","0.8177136778831482","0.8177136778831482","0.8177136778831482","1.087845802307129","1.087845802307129","1.087845802307129"
"73","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2120580673217773","2.2120580673217773","2.2120580673217773","1.3341853618621826","1.3341853618621826","1.3341853618621826","0.9118691682815552","0.9118691682815552","0.9118691682815552","0.7678058743476868","0.7678058743476868","0.7678058743476868","0.41449305415153503","0.41449305415153503","0.41449305415153503","0.9346073865890503","0.9346073865890503","0.9346073865890503","0.974560022354126","0.974560022354126","0.974560022354126","1.057944893836975","1.057944893836975","1.057944893836975"
"74","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.0894417762756348","2.0894417762756348","2.0894417762756348","1.6901506185531616","1.6901506185531616","1.6901506185531616","0.6356499195098877","0.6356499195098877","0.6356499195098877","0.6356244087219238","0.6356244087219238","0.6356244087219238","0.33739542961120605","0.33739542961120605","0.33739542961120605","0.6104418635368347","0.6104418635368347","0.6104418635368347","0.8169459104537964","0.8169459104537964","0.8169459104537964","0.9383078217506409","0.9383078217506409","0.9383078217506409"
"75","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2958972454071045","2.2958972454071045","2.2958972454071045","1.3246897459030151","1.3246897459030151","1.3246897459030151","0.8271092772483826","0.8271092772483826","0.8271092772483826","0.4050002098083496","0.4050002098083496","0.4050002098083496","0.40797293186187744","0.40797293186187744","0.40797293186187744","0.5647356510162354","0.5647356510162354","0.5647356510162354","0.6489815711975098","0.6489815711975098","0.6489815711975098","1.2101545333862305","1.2101545333862305","1.2101545333862305"
"76","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.147151231765747","2.147151231765747","2.147151231765747","1.5569069385528564","1.5569069385528564","1.5569069385528564","0.864923357963562","0.864923357963562","0.864923357963562","0.5844824314117432","0.5844824314117432","0.5844824314117432","0.49813544750213623","0.49813544750213623","0.49813544750213623","0.5829707384109497","0.5829707384109497","0.5829707384109497","0.8279436826705933","0.8279436826705933","0.8279436826705933","1.2201550006866455","1.2201550006866455","1.2201550006866455"
"77","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.0697786808013916","2.0697786808013916","2.0697786808013916","1.2892839908599854","1.2892839908599854","1.2892839908599854","0.6826184391975403","0.6826184391975403","0.6826184391975403","0.6064920425415039","0.6064920425415039","0.6064920425415039","0.4881795048713684","0.4881795048713684","0.4881795048713684","0.650303304195404","0.650303304195404","0.650303304195404","0.6835662722587585","0.6835662722587585","0.6835662722587585","0.9202918410301208","0.9202918410301208","0.9202918410301208"
"78","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2164995670318604","2.2164995670318604","2.2164995670318604","1.5536391735076904","1.5536391735076904","1.5536391735076904","0.7730575799942017","0.7730575799942017","0.7730575799942017","0.34742820262908936","0.34742820262908936","0.34742820262908936","0.2786089777946472","0.2786089777946472","0.2786089777946472","0.6930692195892334","0.6930692195892334","0.6930692195892334","0.8921912908554077","0.8921912908554077","0.8921912908554077","1.1061511039733887","1.1061511039733887","1.1061511039733887"
"79","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.183018684387207","2.183018684387207","2.183018684387207","1.4127758741378784","1.4127758741378784","1.4127758741378784","0.918840765953064","0.918840765953064","0.918840765953064","0.666141152381897","0.666141152381897","0.666141152381897","0.413768470287323","0.413768470287323","0.413768470287323","0.8134573698043823","0.8134573698043823","0.8134573698043823","0.7929112911224365","0.7929112911224365","0.7929112911224365","1.3957788944244385","1.3957788944244385","1.3957788944244385"
"80","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.1713898181915283","2.1713898181915283","2.1713898181915283","1.9447388648986816","1.9447388648986816","1.9447388648986816","0.6508750915527344","0.6508750915527344","0.6508750915527344","0.3477029800415039","0.3477029800415039","0.3477029800415039","0.43235790729522705","0.43235790729522705","0.43235790729522705","0.7848604917526245","0.7848604917526245","0.7848604917526245","0.6538116335868835","0.6538116335868835","0.6538116335868835","1.043342113494873","1.043342113494873","1.043342113494873"
"81","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.0252981185913086","2.0252981185913086","2.0252981185913086","1.564079999923706","1.564079999923706","1.564079999923706","0.5927079319953918","0.5927079319953918","0.5927079319953918","0.7042983770370483","0.7042983770370483","0.7042983770370483","0.5584651231765747","0.5584651231765747","0.5584651231765747","0.5542307496070862","0.5542307496070862","0.5542307496070862","0.8541312217712402","0.8541312217712402","0.8541312217712402","1.1013487577438354","1.1013487577438354","1.1013487577438354"
"82","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.0721545219421387","2.0721545219421387","2.0721545219421387","1.566420078277588","1.566420078277588","1.566420078277588","0.8283754587173462","0.8283754587173462","0.8283754587173462","0.64603191614151","0.64603191614151","0.64603191614151","0.42040854692459106","0.42040854692459106","0.42040854692459106","0.6904204487800598","0.6904204487800598","0.6904204487800598","0.6788981556892395","0.6788981556892395","0.6788981556892395","1.0567997694015503","1.0567997694015503","1.0567997694015503"
"83","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.1067159175872803","2.1067159175872803","2.1067159175872803","1.6152818202972412","1.6152818202972412","1.6152818202972412","0.39017802476882935","0.39017802476882935","0.39017802476882935","0.711409866809845","0.711409866809845","0.711409866809845","0.43965858221054077","0.43965858221054077","0.43965858221054077","0.6080182790756226","0.6080182790756226","0.6080182790756226","0.6910660266876221","0.6910660266876221","0.6910660266876221","0.8529377579689026","0.8529377579689026","0.8529377579689026"
"84","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.40516996383667","2.40516996383667","2.40516996383667","1.5729546546936035","1.5729546546936035","1.5729546546936035","0.5705652236938477","0.5705652236938477","0.5705652236938477","0.6429855823516846","0.6429855823516846","0.6429855823516846","0.4343670904636383","0.4343670904636383","0.4343670904636383","0.6409974098205566","0.6409974098205566","0.6409974098205566","0.9565761089324951","0.9565761089324951","0.9565761089324951","1.0849252939224243","1.0849252939224243","1.0849252939224243"
"85","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2756481170654297","2.2756481170654297","2.2756481170654297","1.2600886821746826","1.2600886821746826","1.2600886821746826","0.9277794361114502","0.9277794361114502","0.9277794361114502","0.37361395359039307","0.37361395359039307","0.37361395359039307","0.5292502641677856","0.5292502641677856","0.5292502641677856","0.5445318818092346","0.5445318818092346","0.5445318818092346","0.6704946756362915","0.6704946756362915","0.6704946756362915","0.7276816368103027","0.7276816368103027","0.7276816368103027"
"86","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2809712886810303","2.2809712886810303","2.2809712886810303","1.6523010730743408","1.6523010730743408","1.6523010730743408","0.7378766536712646","0.7378766536712646","0.7378766536712646","0.4954022467136383","0.4954022467136383","0.4954022467136383","0.5338708162307739","0.5338708162307739","0.5338708162307739","0.8047042489051819","0.8047042489051819","0.8047042489051819","0.7718352675437927","0.7718352675437927","0.7718352675437927","0.8150641918182373","0.8150641918182373","0.8150641918182373"
"87","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.272149085998535","2.272149085998535","2.272149085998535","1.3770420551300049","1.3770420551300049","1.3770420551300049","0.6228544116020203","0.6228544116020203","0.6228544116020203","0.4756072461605072","0.4756072461605072","0.4756072461605072","0.4583268165588379","0.4583268165588379","0.4583268165588379","0.31167325377464294","0.31167325377464294","0.31167325377464294","0.8511844873428345","0.8511844873428345","0.8511844873428345","0.8944096565246582","0.8944096565246582","0.8944096565246582"
"88","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2000722885131836","2.2000722885131836","2.2000722885131836","1.8029695749282837","1.8029695749282837","1.8029695749282837","0.4929318130016327","0.4929318130016327","0.4929318130016327","0.599622368812561","0.599622368812561","0.599622368812561","0.30773481726646423","0.30773481726646423","0.30773481726646423","0.6464128494262695","0.6464128494262695","0.6464128494262695","0.6914913058280945","0.6914913058280945","0.6914913058280945","0.8166344165802002","0.8166344165802002","0.8166344165802002"
"89","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2174317836761475","2.2174317836761475","2.2174317836761475","1.54288911819458","1.54288911819458","1.54288911819458","0.5483523607254028","0.5483523607254028","0.5483523607254028","0.4999241828918457","0.4999241828918457","0.4999241828918457","0.3399392366409302","0.3399392366409302","0.3399392366409302","0.5672578811645508","0.5672578811645508","0.5672578811645508","0.7529152035713196","0.7529152035713196","0.7529152035713196","0.9996128678321838","0.9996128678321838","0.9996128678321838"
"90","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.085109233856201","2.085109233856201","2.085109233856201","1.3649778366088867","1.3649778366088867","1.3649778366088867","0.5770013332366943","0.5770013332366943","0.5770013332366943","0.3059922456741333","0.3059922456741333","0.3059922456741333","0.6695070266723633","0.6695070266723633","0.6695070266723633","0.4023683965206146","0.4023683965206146","0.4023683965206146","0.8908506631851196","0.8908506631851196","0.8908506631851196","1.1533293724060059","1.1533293724060059","1.1533293724060059"
"91","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.258209705352783","2.258209705352783","2.258209705352783","1.5478650331497192","1.5478650331497192","1.5478650331497192","0.8767589330673218","0.8767589330673218","0.8767589330673218","0.34158653020858765","0.34158653020858765","0.34158653020858765","0.3936390280723572","0.3936390280723572","0.3936390280723572","0.8102708458900452","0.8102708458900452","0.8102708458900452","0.7694557905197144","0.7694557905197144","0.7694557905197144","0.9453393220901489","0.9453393220901489","0.9453393220901489"
"92","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2186522483825684","2.2186522483825684","2.2186522483825684","1.5476112365722656","1.5476112365722656","1.5476112365722656","0.6148177981376648","0.6148177981376648","0.6148177981376648","0.4615617096424103","0.4615617096424103","0.4615617096424103","0.3135524392127991","0.3135524392127991","0.3135524392127991","0.7625274062156677","0.7625274062156677","0.7625274062156677","0.8389885425567627","0.8389885425567627","0.8389885425567627","0.9825502634048462","0.9825502634048462","0.9825502634048462"
"93","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.133054733276367","2.133054733276367","2.133054733276367","1.3460121154785156","1.3460121154785156","1.3460121154785156","0.5979071855545044","0.5979071855545044","0.5979071855545044","0.32002049684524536","0.32002049684524536","0.32002049684524536","0.4397103190422058","0.4397103190422058","0.4397103190422058","0.30324357748031616","0.30324357748031616","0.30324357748031616","0.8354076147079468","0.8354076147079468","0.8354076147079468","0.9653760194778442","0.9653760194778442","0.9653760194778442"
"94","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2366576194763184","2.2366576194763184","2.2366576194763184","1.2439932823181152","1.2439932823181152","1.2439932823181152","0.5884323120117188","0.5884323120117188","0.5884323120117188","0.22946466505527496","0.22946466505527496","0.22946466505527496","0.41166719794273376","0.41166719794273376","0.41166719794273376","0.3851732611656189","0.3851732611656189","0.3851732611656189","0.7305907011032104","0.7305907011032104","0.7305907011032104","1.1270771026611328","1.1270771026611328","1.1270771026611328"
"95","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.278714656829834","2.278714656829834","2.278714656829834","1.4364114999771118","1.4364114999771118","1.4364114999771118","0.5186128616333008","0.5186128616333008","0.5186128616333008","0.3246203660964966","0.3246203660964966","0.3246203660964966","0.34601640701293945","0.34601640701293945","0.34601640701293945","0.5357879996299744","0.5357879996299744","0.5357879996299744","0.6073772311210632","0.6073772311210632","0.6073772311210632","0.9184614419937134","0.9184614419937134","0.9184614419937134"
"96","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.010972261428833","2.010972261428833","2.010972261428833","1.331333875656128","1.331333875656128","1.331333875656128","0.7122921347618103","0.7122921347618103","0.7122921347618103","0.6181015372276306","0.6181015372276306","0.6181015372276306","0.31683987379074097","0.31683987379074097","0.31683987379074097","0.43482911586761475","0.43482911586761475","0.43482911586761475","0.5818947553634644","0.5818947553634644","0.5818947553634644","0.877248227596283","0.877248227596283","0.877248227596283"
"97","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.2626795768737793","2.2626795768737793","2.2626795768737793","1.6250050067901611","1.6250050067901611","1.6250050067901611","0.6198307275772095","0.6198307275772095","0.6198307275772095","0.3055742383003235","0.3055742383003235","0.3055742383003235","0.27403128147125244","0.27403128147125244","0.27403128147125244","0.5056776404380798","0.5056776404380798","0.5056776404380798","0.6073866486549377","0.6073866486549377","0.6073866486549377","1.0868406295776367","1.0868406295776367","1.0868406295776367"
"98","NaN","","","2.3025851249694824","2.3025851249694824","2.3025851249694824","2.314743995666504","2.314743995666504","2.314743995666504","1.4607770442962646","1.4607770442962646","1.4607770442962646","0.6982359886169434","0.6982359886169434","0.6982359886169434","0.28184783458709717","0.28184783458709717","0.28184783458709717","0.4613875150680542","0.4613875150680542","0.4613875150680542","0.5906273722648621","0.5906273722648621","0.5906273722648621","0.5596812963485718","0.5596812963485718","0.5596812963485718","0.9803414344787598","0.9803414344787598","0.9803414344787598"
